,gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,date2,time,dragon_control,baron_control
47903,ESPORTSTMNT04/1250235,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1250235?gameHash=355b3bb191a8abfd,LEC,2020,Summer,0,2020-07-18 18:21:08,1,10.14,200,Red,team,,G2 Esports,,Senna,Orianna,Pantheon,Renekton,Gangplank,1803,0,7,16,11,7,16,0.0,0.0,0.0,0.0,0.0,,,,0.2329,0.7654,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,43750,1455.9068,,2819.9002,2832.7787,99,3.2945,50,1.6639,47,233.0,7.7537,48389,28620,952.4126,,46703.0,-0.107198,,777.0,192,124,46,32.2463,14635.0,17872.0,339.0,14961.0,18077.0,314.0,-326.0,-205.0,25.0,23950.0,28955.0,521.0,26155.0,28547.0,478.0,-2205.0,408.0,43.0,2020-07-18,18:21:08,0.0,0.0
48143,6614-8435,complete,https://lpl.qq.com/es/stats.shtml?bmid=6614,LPL,2020,Summer,0,2020-07-19 09:21:00,1,10.14,200,Red,team,,Top Esports,,Aphelios,Nidalee,Galio,Sylas,LeBlanc,1539,1,21,3,66,21,3,4.0,1.0,0.0,0.0,1.0,,,,0.8187,0.9357,1.0,4.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,60874,2373.2554,,2678.5575,2212.2027,95,3.7037,43,1.6764,32,228.0,8.8889,54921,37845,1475.4386,,51033.0,0.288783,,,169,106,0,,17490.0,19877.0,354.0,15259.0,18892.0,341.0,2231.0,985.0,13.0,28174.0,32169.0,578.0,25198.0,30406.0,556.0,2976.0,1763.0,22.0,2020-07-19,09:21:00,1.0,1.0
48202,6614-8441,partial,https://lpl.qq.com/es/stats.shtml?bmid=6614,LPL,2020,Summer,0,2020-07-19 10:07:00,2,10.14,100,Blue,team,,Top Esports,,LeBlanc,Ornn,Volibear,Galio,Lee Sin,3251,1,25,29,57,25,29,3.0,0.0,0.0,0.0,1.0,,,,0.4614,0.9966,0.0,5.0,4.0,,,,,,,5.0,,,1.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,7.0,1.0,1.0,2.0,1.0,161841,2986.9148,,3811.2827,3526.4165,205,3.7835,152,2.8053,80,531.0,9.8001,97551,63013,1162.9591,,89010.0,-0.065946,,,391,242,51,,17070.0,18350.0,327.0,16847.0,18309.0,311.0,223.0,41.0,16.0,30729.0,34472.0,596.0,25975.0,30810.0,526.0,4754.0,3662.0,70.0,2020-07-19,10:07:00,0.5555555555555556,0.0
49486,6622-8491,complete,https://lpl.qq.com/es/stats.shtml?bmid=6622,LPL,2020,Summer,0,2020-07-23 09:16:00,1,10.14,100,Blue,team,,Top Esports,,Cassiopeia,Nidalee,Aphelios,Camille,Thresh,1736,1,21,11,50,21,11,3.0,1.0,0.0,0.0,1.0,,,,0.7258,1.106,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,0.0,1.0,2.0,0.0,79521,2748.4217,,2742.6152,2575.3687,106,3.6636,35,1.2097,39,211.0,7.2926,57094,38009,1313.6751,,53985.0,0.137533,,,182,96,34,,16228.0,19308.0,335.0,15030.0,18662.0,308.0,1198.0,646.0,27.0,26406.0,30353.0,516.0,24236.0,29031.0,485.0,2170.0,1322.0,31.0,2020-07-23,09:16:00,0.5,1.0
49522,6622-8496,complete,https://lpl.qq.com/es/stats.shtml?bmid=6622,LPL,2020,Summer,0,2020-07-23 10:06:00,2,10.14,100,Blue,team,,Top Esports,,Cassiopeia,Nidalee,Aphelios,Wukong,Ornn,2488,1,13,11,32,13,11,1.0,0.0,0.0,0.0,0.0,,,,0.3135,0.5788,1.0,4.0,3.0,4.0,3.0,1.0,0.0,3.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,9.0,6.0,1.0,1.0,2.0,1.0,102386,2469.1158,,2819.0113,2617.5241,142,3.4244,67,1.6158,60,355.0,8.5611,71903,45147,1088.754,,69025.0,0.0730096,,,296,171,47,,15317.0,18453.0,336.0,13864.0,17122.0,285.0,1453.0,1331.0,51.0,25134.0,28919.0,517.0,23693.0,28674.0,490.0,1441.0,245.0,27.0,2020-07-23,10:06:00,0.5714285714285714,1.0
49847,ESPORTSTMNT01/1424245,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1424245?gameHash=11db4d8585336da3,LCK,2020,Summer,0,2020-07-24 06:54:42,1,10.14,200,Red,team,,DAMWON Gaming,,Volibear,Karma,Twisted Fate,Aphelios,Ashe,1393,1,18,3,40,18,3,1.0,1.0,1.0,1.0,1.0,,,,0.7753,0.9045,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,0.0,54494,2347.1931,,3578.9375,2683.0725,86,3.7042,38,1.6368,27,199.0,8.5714,50746,35159,1514.3862,,46245.0,0.326851,,638.0,200,112,25,36.0948,17288.0,20741.0,376.0,14496.0,17786.0,325.0,2792.0,2955.0,51.0,28558.0,32830.0,578.0,21914.0,28187.0,512.0,6644.0,4643.0,66.0,2020-07-24,06:54:42,0.6666666666666666,1.0
49954,ESPORTSTMNT01/1424290,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1424290?gameHash=483efd1e81d4cbf0,LCK,2020,Summer,0,2020-07-24 08:32:42,2,10.14,100,Blue,team,,DAMWON Gaming,,Karma,Olaf,Volibear,LeBlanc,Jayce,1476,1,21,7,33,21,7,1.0,1.0,0.0,0.0,1.0,,,,0.8537,1.1382,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0,52892,2150.0813,,2661.0163,1867.3171,103,4.187,41,1.6667,36,228.0,9.2683,52334,35901,1459.3902,,45948.0,0.22191100000000002,,678.0,178,106,20,34.7967,16979.0,19297.0,350.0,15125.0,17812.0,319.0,1854.0,1485.0,31.0,28424.0,31634.0,542.0,23812.0,27430.0,482.0,4612.0,4204.0,60.0,2020-07-24,08:32:42,0.6666666666666666,1.0
50003,6624-8510,complete,https://lpl.qq.com/es/stats.shtml?bmid=6624,LPL,2020,Summer,0,2020-07-24 09:23:00,1,10.14,200,Red,team,,Suning,,Nidalee,Aphelios,Thresh,Nautilus,Lee Sin,1654,0,3,16,6,3,16,0.0,0.0,0.0,0.0,0.0,,,,0.1088,0.6892,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,53518,1941.4027,,2671.3059,2094.4498,95,3.4462,33,1.1971,35,193.0,7.0012,41712,23463,851.1366,,41219.0,-0.13686800000000002,,,195,156,7,,15636.0,19258.0,351.0,17035.0,19105.0,351.0,-1399.0,153.0,0.0,23922.0,31024.0,561.0,26999.0,30357.0,537.0,-3077.0,667.0,24.0,2020-07-24,09:23:00,0.25,0.0
50050,6624-8511,complete,https://lpl.qq.com/es/stats.shtml?bmid=6624,LPL,2020,Summer,0,2020-07-24 10:08:00,2,10.14,100,Blue,team,,Suning,,Nidalee,Renekton,Twisted Fate,Ornn,Bard,1923,1,13,12,32,13,12,0.0,0.0,0.0,0.0,0.0,,,,0.4056,0.78,0.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,63465,1980.1872,,2519.0328,3058.1279,114,3.5569,41,1.2793,41,219.0,6.8331,56643,35650,1112.3245,,50220.0,-0.036613099999999996,,,229,159,17,,14442.0,16798.0,311.0,15842.0,18016.0,316.0,-1400.0,-1218.0,-5.0,22977.0,27992.0,497.0,26296.0,29606.0,514.0,-3319.0,-1614.0,-17.0,2020-07-24,10:08:00,0.6,1.0
50111,6624-8512,complete,https://lpl.qq.com/es/stats.shtml?bmid=6624,LPL,2020,Summer,0,2020-07-24 10:58:00,3,10.14,200,Red,team,,Suning,,Nidalee,Aphelios,Renekton,Lee Sin,Trundle,1474,1,17,7,45,17,7,2.0,1.0,0.0,0.0,1.0,,,,0.692,0.9769,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,52167,2123.4871,,2236.4858,1890.9769,72,2.9308,46,1.8725,30,187.0,7.6119,50872,34459,1402.673,,45393.0,0.246455,,,208,115,34,,17918.0,19710.0,357.0,14629.0,16466.0,290.0,3289.0,3244.0,67.0,29068.0,32242.0,578.0,22729.0,27428.0,477.0,6339.0,4814.0,101.0,2020-07-24,10:58:00,1.0,1.0
50290,ESPORTSTMNT04/1250400,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1250400?gameHash=eb1907697813b493,LEC,2020,Summer,0,2020-07-24 16:56:25,1,10.14,100,Blue,team,,G2 Esports,,Volibear,Bard,Kalista,Malphite,Lee Sin,2173,0,9,32,20,9,32,2.0,0.0,0.0,0.0,0.0,,,,0.2485,1.1321,1.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,1.0,0.0,0.0,3.0,69700,1924.5283,,3495.1864,4095.8767,124,3.4238,50,1.3806,55,250.0,6.9029,59000,35457,979.0244,,54150.0,-0.228148,,886.0,230,186,0,30.8145,14724.0,17707.0,341.0,15020.0,17994.0,342.0,-296.0,-287.0,-1.0,23538.0,27004.0,521.0,24298.0,30640.0,534.0,-760.0,-3636.0,-13.0,2020-07-24,16:56:25,0.16666666666666666,0.0
51191,ESPORTSTMNT04/1250460,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1250460?gameHash=82afa00a4bd993e8,LEC,2020,Summer,0,2020-07-25 17:53:50,1,10.14,200,Red,team,,G2 Esports,,Thresh,Kalista,Orianna,Olaf,Ornn,2266,1,14,18,35,14,18,1.0,0.0,0.0,0.0,0.0,,,,0.3707,0.8473,0.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0,1.0,78172,2069.8676,,2770.5119,2279.5234,156,4.1306,74,1.9594,57,365.0,9.6646,68772,44281,1172.489,,62275.0,-0.0235649,,940.0,268,176,25,31.9859,14979.0,16400.0,269.0,15664.0,16616.0,284.0,-685.0,-216.0,-15.0,22353.0,26184.0,430.0,26906.0,27985.0,439.0,-4553.0,-1801.0,-9.0,2020-07-25,17:53:50,0.4,1.0
51659,6629-8548,complete,https://lpl.qq.com/es/stats.shtml?bmid=6629,LPL,2020,Summer,0,2020-07-26 11:27:00,1,10.14,200,Red,team,,Top Esports,,Kalista,Aphelios,Twisted Fate,Kennen,LeBlanc,1960,0,14,23,33,14,23,0.0,0.0,0.0,0.0,1.0,,,,0.4286,1.1327,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,79416,2431.102,,3433.5612,3494.7551,87,2.6633,40,1.2245,39,215.0,6.5816,53472,32102,982.7143,,51303.0,-0.17513099999999998,,,158,114,17,,15357.0,17519.0,293.0,14987.0,18492.0,330.0,370.0,-973.0,-37.0,23833.0,27994.0,458.0,23837.0,27970.0,492.0,-4.0,24.0,-34.0,2020-07-26,11:27:00,0.2,0.0
51719,6629-8549,complete,https://lpl.qq.com/es/stats.shtml?bmid=6629,LPL,2020,Summer,0,2020-07-26 12:18:00,2,10.14,200,Red,team,,Top Esports,,Kalista,Aphelios,Twisted Fate,LeBlanc,Kennen,2050,0,18,16,41,18,16,2.0,0.0,0.0,0.0,0.0,,,,0.5268,0.9951,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,7.0,9.0,0.0,0.0,1.0,1.0,71505,2092.8293,,3512.7805,3289.0537,122,3.5707,43,1.2585,44,245.0,7.1707,61865,39577,1158.3512,,57500.0,0.00706837,,,202,132,13,,14784.0,18381.0,335.0,16178.0,19018.0,359.0,-1394.0,-637.0,-24.0,23080.0,29344.0,527.0,26830.0,31067.0,548.0,-3750.0,-1723.0,-21.0,2020-07-26,12:18:00,0.5,0.5
52115,6630-8559,complete,https://lpl.qq.com/es/stats.shtml?bmid=6630,LPL,2020,Summer,0,2020-07-27 09:18:00,1,10.14,200,Red,team,,Suning,,Aphelios,Renekton,Bard,Karma,Ornn,1903,0,10,11,23,10,11,1.0,0.0,0.0,0.0,0.0,,,,0.3153,0.6621,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,0.0,2.0,55920,1763.1109,,2656.8366,2732.7903,91,2.8692,42,1.3242,35,230.0,7.2517,53462,32673,1030.1524,,50133.0,0.016755000000000003,,,206,147,15,,15333.0,18691.0,339.0,15037.0,18620.0,340.0,296.0,71.0,-1.0,26111.0,30771.0,542.0,24422.0,31075.0,537.0,1689.0,-304.0,5.0,2020-07-27,09:18:00,0.5,0.0
52151,6630-8562,complete,https://lpl.qq.com/es/stats.shtml?bmid=6630,LPL,2020,Summer,0,2020-07-27 10:09:00,2,10.14,200,Red,team,,Suning,,Aphelios,Volibear,Renekton,LeBlanc,Mordekaiser,1885,1,17,13,34,17,13,4.0,1.0,0.0,0.0,1.0,,,,0.5411,0.9549,0.0,4.0,1.0,4.0,1.0,0.0,1.0,3.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,7.0,6.0,1.0,1.0,2.0,1.0,53294,1696.3607,,3179.809,3519.7241,105,3.3422,54,1.7188,45,242.0,7.7029,61814,41209,1311.6923,,54278.0,0.014754900000000001,,,211,104,33,,17949.0,18567.0,303.0,15803.0,17341.0,304.0,2146.0,1226.0,-1.0,28157.0,29185.0,490.0,25025.0,29196.0,509.0,3132.0,-11.0,-19.0,2020-07-27,10:09:00,0.8,1.0
52199,6630-8565,complete,https://lpl.qq.com/es/stats.shtml?bmid=6630,LPL,2020,Summer,0,2020-07-27 10:59:00,3,10.14,200,Red,team,,Suning,,Aphelios,Volibear,Renekton,LeBlanc,Azir,1972,1,11,9,24,11,9,0.0,0.0,0.0,0.0,0.0,,,,0.3347,0.6085,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,3.0,0.0,1.0,1.0,0.0,72545,2207.2515,,2400.4564,2438.0325,118,3.5903,60,1.8256,47,238.0,7.2414,57055,35563,1082.0385,,53568.0,0.05284640000000001,,,196,138,10,,15205.0,18279.0,340.0,14766.0,18098.0,313.0,439.0,181.0,27.0,23893.0,29897.0,556.0,22957.0,28377.0,500.0,936.0,1520.0,56.0,2020-07-27,10:59:00,0.2,1.0
52858,6636-8599,complete,https://lpl.qq.com/es/stats.shtml?bmid=6636,LPL,2020,Summer,0,2020-07-30 09:19:00,1,10.15,100,Blue,team,,Suning,,Ezreal,Nidalee,Karma,Ornn,Nautilus,2574,0,10,9,24,10,9,2.0,0.0,0.0,0.0,0.0,,,,0.2331,0.4429,1.0,4.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,88528,2063.5897,,3624.7786,3551.8415,191,4.4522,60,1.3986,65,368.0,8.5781,70341,42708,995.5245,,65485.0,-0.0210033,,,284,152,58,,15144.0,18821.0,357.0,14630.0,17711.0,322.0,514.0,1110.0,35.0,24549.0,30196.0,578.0,23308.0,28693.0,530.0,1241.0,1503.0,48.0,2020-07-30,09:19:00,0.5714285714285714,0.5
52859,6636-8599,complete,https://lpl.qq.com/es/stats.shtml?bmid=6636,LPL,2020,Summer,0,2020-07-30 09:19:00,1,10.15,200,Red,team,,Top Esports,,Zoe,Twisted Fate,Graves,Bard,Jhin,2574,1,9,10,24,9,10,1.0,1.0,0.0,0.0,1.0,,,,0.2098,0.4429,0.0,3.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,106341,2478.8112,,2834.8718,2992.8671,137,3.1935,103,2.4009,51,341.0,7.9487,73330,45697,1065.1981,,66875.0,0.0210033,,,248,165,18,,14630.0,17711.0,322.0,15144.0,18821.0,357.0,-514.0,-1110.0,-35.0,23308.0,28693.0,530.0,24549.0,30196.0,578.0,-1241.0,-1503.0,-48.0,2020-07-30,09:19:00,0.42857142857142855,0.5
52882,ESPORTSTMNT01/1425772,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425772?gameHash=49ea72f8d4112b90,LCK,2020,Summer,0,2020-07-30 09:25:11,1,10.14,100,Blue,team,,DAMWON Gaming,,Karma,Azir,Ezreal,Galio,Sejuani,1778,1,28,3,60,28,3,2.0,1.0,0.0,0.0,0.0,,,,0.9449,1.0461,1.0,4.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,78124,2636.3555,,2720.6524,2329.9775,93,3.1384,46,1.5523,43,221.0,7.4578,58762,39248,1324.4544,,54345.0,0.24246399999999999,,774.0,198,116,26,32.8009,16193.0,18764.0,313.0,15075.0,17997.0,290.0,1118.0,767.0,23.0,26649.0,31822.0,510.0,23329.0,29048.0,469.0,3320.0,2774.0,41.0,2020-07-30,09:25:11,1.0,1.0
52894,6636-8601,complete,https://lpl.qq.com/es/stats.shtml?bmid=6636,LPL,2020,Summer,0,2020-07-30 10:23:00,2,10.15,100,Blue,team,,Suning,,Ezreal,Nidalee,Karma,Graves,Lee Sin,1776,0,9,21,17,9,21,1.0,0.0,0.0,0.0,1.0,,,,0.3041,1.0135,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,0.0,1.0,0.0,3.0,53299,1800.6419,,2892.8041,3220.1351,104,3.5135,37,1.25,38,204.0,6.8919,49319,29826,1007.6351,,48033.0,-0.107223,,,171,101,20,,17420.0,19152.0,315.0,14945.0,17512.0,311.0,2475.0,1640.0,4.0,27677.0,28664.0,478.0,24794.0,29124.0,501.0,2883.0,-460.0,-23.0,2020-07-30,10:23:00,0.0,0.0
52895,6636-8601,complete,https://lpl.qq.com/es/stats.shtml?bmid=6636,LPL,2020,Summer,0,2020-07-30 10:23:00,2,10.15,200,Red,team,,Top Esports,,Zoe,Twisted Fate,Renekton,Bard,Jhin,1776,1,21,9,58,21,9,4.0,1.0,0.0,0.0,0.0,,,,0.7095,1.0135,1.0,4.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,4.0,1.0,0.0,3.0,0.0,63832,2156.4865,,2473.2095,3653.1757,90,3.0405,52,1.7568,37,222.0,7.5,56746,37253,1258.5473,,53475.0,0.107223,,,175,101,32,,14945.0,17512.0,311.0,17420.0,19152.0,315.0,-2475.0,-1640.0,-4.0,24794.0,29124.0,501.0,27677.0,28664.0,478.0,-2883.0,460.0,23.0,2020-07-30,10:23:00,1.0,1.0
52967,ESPORTSTMNT01/1425804,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1425804?gameHash=6e8f6d037c9a94a2,LCK,2020,Summer,0,2020-07-30 11:39:26,2,10.14,200,Red,team,,DAMWON Gaming,,Ezreal,Volibear,Azir,Karma,Aphelios,1649,1,17,6,47,17,6,1.0,0.0,0.0,0.0,1.0,,,,0.6186,0.7641,1.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,60682,2207.9563,,2772.1164,2170.6246,86,3.1292,39,1.419,35,194.0,7.0588,53953,35755,1300.9703,,48573.0,0.10448099999999999,,778.0,203,134,27,35.6944,15868.0,18889.0,334.0,15706.0,18048.0,338.0,162.0,841.0,-4.0,25687.0,32232.0,547.0,26239.0,30291.0,536.0,-552.0,1941.0,11.0,2020-07-30,11:39:26,1.0,1.0
53758,ESPORTSTMNT05/1540104,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540104?gameHash=a88fc16848b93548,LEC,2020,Summer,0,2020-07-31 17:58:02,1,10.15,100,Blue,team,,G2 Esports,,Ezreal,Kha'Zix,Karma,Shen,Gangplank,1687,1,14,4,40,14,4,2.0,0.0,0.0,0.0,1.0,,,,0.4979,0.6402,1.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,3.0,0.0,52029,1850.4683,,2487.0658,2200.0119,101,3.5922,36,1.2804,36,235.0,8.358,55708,37123,1320.3201,,50510.0,0.304288,,765.0,219,102,43,34.997,15582.0,17740.0,328.0,14629.0,17889.0,317.0,953.0,-149.0,11.0,27467.0,30077.0,539.0,21561.0,27581.0,487.0,5906.0,2496.0,52.0,2020-07-31,17:58:02,1.0,1.0
54550,ESPORTSTMNT05/1530174,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1530174?gameHash=346e062c32f80030,LEC,2020,Summer,0,2020-08-01 18:00:29,1,10.15,100,Blue,team,,G2 Esports,,Kha'Zix,Thresh,Senna,Bard,Tahm Kench,2077,1,25,9,48,25,9,2.0,1.0,0.0,0.0,0.0,,,,0.7222,0.9822,0.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,3.0,0.0,73244,2115.8594,,3037.9008,3241.6755,128,3.6976,54,1.5599,56,294.0,8.493,68327,45764,1322.0221,,60898.0,0.0326605,,905.0,229,129,38,32.7588,16020.0,18097.0,323.0,15718.0,17783.0,328.0,302.0,314.0,-5.0,26742.0,29520.0,507.0,25311.0,29288.0,519.0,1431.0,232.0,-12.0,2020-08-01,18:00:29,0.6,1.0
54743,ESPORTSTMNT01/1436575,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1436575?gameHash=f5b177f4649519ef,LCK,2020,Summer,0,2020-08-02 07:59:41,1,10.14,200,Red,team,,DAMWON Gaming,,Volibear,Ezreal,Sett,Taric,Camille,1501,1,21,8,45,21,8,2.0,1.0,0.0,0.0,1.0,,,,0.8394,1.1592,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,0.0,63310,2530.7129,,2539.3471,1523.8241,94,3.7575,49,1.9587,33,222.0,8.8741,52120,35432,1416.3358,,44900.0,0.198152,,703.0,208,120,18,36.4157,17085.0,19438.0,347.0,15543.0,18092.0,294.0,1542.0,1346.0,53.0,26886.0,30803.0,556.0,24648.0,30136.0,485.0,2238.0,667.0,71.0,2020-08-02,07:59:41,1.0,0.0
54790,ESPORTSTMNT01/1436576,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1436576?gameHash=b4c0ba121932e432,LCK,2020,Summer,0,2020-08-02 08:34:40,2,10.14,100,Blue,team,,DAMWON Gaming,,Galio,Karma,Ezreal,Bard,Azir,1260,1,17,2,39,17,2,4.0,0.0,0.0,0.0,1.0,,,,0.8095,0.9048,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,46147,2197.4762,,2673.3333,1801.0952,53,2.5238,27,1.2857,21,138.0,6.5714,44416,30186,1437.4286,,38900.0,0.21785100000000002,,599.0,182,98,32,37.1905,16287.0,19612.0,360.0,14451.0,17898.0,319.0,1836.0,1714.0,41.0,27860.0,30836.0,549.0,22499.0,27619.0,484.0,5361.0,3217.0,65.0,2020-08-02,08:34:40,1.0,0.0
54982,6645-8660,complete,https://lpl.qq.com/es/stats.shtml?bmid=6645,LPL,2020,Summer,0,2020-08-02 11:53:00,1,10.15,100,Blue,team,,Top Esports,,Twisted Fate,Karma,Ornn,Sett,Kennen,1840,0,3,17,8,3,17,0.0,0.0,0.0,0.0,1.0,,,,0.0978,0.6522,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,1.0,1.0,0.0,2.0,28824,939.913,,2551.9239,2234.4783,97,3.163,73,2.3804,42,228.0,7.4348,50126,29980,977.6087,,50350.0,-0.0952381,,,197,150,8,,15779.0,18146.0,341.0,16379.0,19812.0,338.0,-600.0,-1666.0,3.0,25633.0,28954.0,538.0,25674.0,31234.0,531.0,-41.0,-2280.0,7.0,2020-08-02,11:53:00,0.2,0.0
